Case ID,Study ID,Authors,Year,Journal,Journal IF,Source of data,Biome,Plant species,Plant type,Duration,Inductor organism,Inductor species,Inductor order,Weeks after induction,Herbivore stage inductor,Herbivore guild inductor,Herbivore specialization inductor,Pathway,Type of study,Type of interaction,Tissue induced,Tissue consumed,Insect response type,Organism,Herbivore species,Order,Herbivore stage,Herbivore guild,Herbivore specialization,Consp.heterosp,Mult.comp,M.control,SD.control,N.control,M.treatment,SD.treatment,N.treatment,Author,notes
466,75,Mouttet et al,2013,Oecologia,2.902,figure 3,tropical,Solanum lycopersicum,herbaceous,annual,herbivore,Tuta absoluta,Lepidoptera,0.57,young,miner,specialist,JA_SA,controlled,local,leaves,leaves,damage,biotrophic pathogen,Oidium neolycopersici,Erysiphales,NA,NA,specialist,H,464-465-466-467,8.432,0.649,18,9.811,0.568,18,Mouttet,
467,75,Mouttet et al,2013,Oecologia,2.902,figure 3,tropical,Solanum lycopersicum,herbaceous,annual,herbivore,Tuta absoluta,Lepidoptera,0.57,young,miner,specialist,JA_SA,controlled,local,leaves,leaves,damage,biotrophic pathogen,Oidium neolycopersici,Erysiphales,NA,NA,specialist,H,464-465-466-467,8.432,0.649,18,12,1.459,18,Mouttet,
468,75,Mouttet et al,2013,Oecologia,2.902,figure 3,tropical,Solanum lycopersicum,herbaceous,annual,herbivore,Tuta absoluta,Lepidoptera,NA,young,miner,specialist,JA_SA,controlled,local,leaves,leaves,abundance,herbivore,Bemisia tabaci,homoptera,young,piercing-sucking,generalist,H,468-469,5.231,0.585,15,5.846,0.462,21,Mouttet,
469,75,Mouttet et al,2013,Oecologia,2.902,figure 3,tropical,Solanum lycopersicum,herbaceous,annual,herbivore,Tuta absoluta,Lepidoptera,NA,young,miner,specialist,JA_SA,controlled,local,leaves,leaves,abundance,herbivore,Bemisia tabaci,homoptera,young,piercing-sucking,generalist,H,468-469,5.231,0.585,15,5.723,0.369,20,Mouttet,
470,76,Hatcher et al,1995,Fuctional Ecology,5.21,figure 1,temperate,Rumex crispus,herbaceous,perennial,biotrophic pathogen,Uromyces rumicis,Pucciniales,3,NA,NA,specialist,SA_JA,controlled,local,leaves,leaves,weight,herbivore,Gastrophysa viridula,Coleoptera,young,chewer,specialist,H,470,72.411,8.045,14,75.862,8.045,13,Hatcher,
471,76,Hatcher et al,1995,Fuctional Ecology,5.21,figure 1,temperate,Rumex obtusifolius,herbaceous,perennial,biotrophic pathogen,Uromyces rumicis,Pucciniales,3,NA,NA,specialist,SA_JA,controlled,local,leaves,leaves,weight,herbivore,Gastrophysa viridula,Coleoptera,young,chewer,specialist,H,471,95.683,6.609,14,68.674,4.597,12,Hatcher,
472,76,Hatcher et al,1995,Fuctional Ecology,5.21,figure 1,temperate,Rumex crispus,herbaceous,perennial,biotrophic pathogen,Uromyces rumicis,Pucciniales,3,NA,NA,specialist,SA_JA,controlled,local,leaves,leaves,damage,herbivore,Gastrophysa viridula,Coleoptera,young,chewer,specialist,H,472,185.742,25.06,14,167.255,18.882,13,Hatcher,
473,76,Hatcher et al,1995,Fuctional Ecology,5.21,figure 1,temperate,Rumex obtusifolius,herbaceous,perennial,biotrophic pathogen,Uromyces rumicis,Pucciniales,3,NA,NA,specialist,SA_JA,controlled,local,leaves,leaves,damage,herbivore,Gastrophysa viridula,Coleoptera,young,chewer,specialist,H,473,154.528,14.644,14,140.27,8.513,12,Hatcher,
474,76,Hatcher et al,1995,Fuctional Ecology,5.21,figure 1,temperate,Rumex crispus,herbaceous,perennial,biotrophic pathogen,Uromyces rumicis,Pucciniales,3,NA,NA,specialist,SA_JA,controlled,local,leaves,leaves,damage,herbivore,Gastrophysa viridula,Coleoptera,young,chewer,specialist,H,474,2.566,0.135,14,2.308,0.258,13,Hatcher,
475,76,Hatcher et al,1995,Fuctional Ecology,5.21,figure 1,temperate,Rumex obtusifolius,herbaceous,perennial,biotrophic pathogen,Uromyces rumicis,Pucciniales,3,NA,NA,specialist,SA_JA,controlled,local,leaves,leaves,damage,herbivore,Gastrophysa viridula,Coleoptera,young,chewer,specialist,H,475,1.693,0.1,14,2.139,0.158,12,Hatcher,
476,76,Hatcher et al,1995,Fuctional Ecology,5.21,figure 1,temperate,Rumex obtusifolius,herbaceous,perennial,biotrophic pathogen,Uromyces rumicis,Pucciniales,3,NA,NA,specialist,SA_JA,controlled,local,leaves,leaves,developmental_time,herbivore,Gastrophysa viridula,Coleoptera,young,chewer,specialist,H,476,13.042,0.664,14,14.3,0.664,13,Hatcher,
477,76,Hatcher et al,1995,Fuctional Ecology,5.21,figure 1,temperate,Rumex obtusifolius,herbaceous,perennial,biotrophic pathogen,Uromyces rumicis,Pucciniales,3,NA,NA,specialist,SA_JA,controlled,local,leaves,leaves,developmental_time,herbivore,Gastrophysa viridula,Coleoptera,young,chewer,specialist,H,477,12.482,0.399,14,10.104,0.385,12,Hatcher,
478,76,Hatcher et al,1995,Fuctional Ecology,5.21,text,temperate,Rumex obtusifolius,herbaceous,perennial,biotrophic pathogen,Uromyces rumicis,Pucciniales,3,NA,NA,specialist,SA_JA,controlled,local,leaves,leaves,mortality,herbivore,Gastrophysa viridula,Coleoptera,young,chewer,specialist,H,478,43.5,2.8,14,60.7,3.7,12,Hatcher,
479,77,Kok et al,1996,Biological Control,2.53,table 1,temperate,Carduus thoermeri,herbaceous,perennial,biotrophic pathogen,Puccinia carduorum,Pucciniales,NA,NA,NA,specialist,SA_JA,field,local,leaves,leaves,number of eggs,herbivore,Cassida rubiginosa,Coleoptera,adult,chewer,specialist,H,479,2.1,0.9,62,1.2,0.6,56,Kok,
480,78,Rostas and Hilker,2002,Agricultural and Forest Entomology,1.805,figure 3,temperate,Brassica rapa,herbaceous,annual,herbivore,Phaedon cochleariae,Coleoptera,0.57,young,chewer,specialist,JA_JA,controlled,local,leaves,leaves,damage,necrotrophic pathogen,Alternaria brassicae,Pleosporales,NA,NA,specialist,H,480,514.286,102.857,15,382.857,177.143,15,Rostas,
481,78,Rostas and Hilker,2002,Agricultural and Forest Entomology,1.805,figure 3,temperate,Brassica rapa,herbaceous,annual,herbivore,Phaedon cochleariae,Coleoptera,1.29,young,chewer,specialist,JA_JA,controlled,local,leaves,leaves,damage,necrotrophic pathogen,Alternaria brassicae,Pleosporales,NA,NA,specialist,H,481,417.143,177.143,15,394.286,165.714,15,Rostas,
482,78,Rostas and Hilker,2002,Agricultural and Forest Entomology,1.805,figure 3,temperate,Brassica rapa,herbaceous,annual,herbivore,Phaedon cochleariae,Coleoptera,0.86,young,chewer,specialist,JA_JA,controlled,local,leaves,leaves,damage,necrotrophic pathogen,Alternaria brassicae,Pleosporales,NA,NA,specialist,H,482,340.426,131.915,15,327.66,85.106,15,Rostas,
483,78,Rostas and Hilker,2002,Agricultural and Forest Entomology,1.805,figure 3,temperate,Brassica rapa,herbaceous,annual,herbivore,Phaedon cochleariae,Coleoptera,1.57,young,chewer,specialist,JA_JA,controlled,local,leaves,leaves,damage,necrotrophic pathogen,Alternaria brassicae,Pleosporales,NA,NA,specialist,H,483,246.809,80.851,15,204.255,80.851,15,Rostas,
484,79,Friedli and Bacher,2001,Oecologia,2.902,table 3,temperate,Cirsium arvense,herbaceous,perennial,biotrophic pathogen,Puccinia punctiformis,Pucciniales,1,NA,NA,specialist,SA_JA,controlled,distant,leaves,shoot,number of eggs,herbivore,Apion onopordi,Coleoptera,adult,chewer,generalist,H,484,0.69,0.182,26,1.77,0.194,26,Friedli,
485,79,Friedli and Bacher,2001,Oecologia,2.902,table 3,temperate,Cirsium arvense,herbaceous,perennial,biotrophic pathogen,Puccinia punctiformis,Pucciniales,1,NA,NA,specialist,SA_JA,controlled,distant,leaves,shoot,number of eggs,herbivore,Apion onopordi,Coleoptera,adult,chewer,generalist,H,485,1.72,0.268,19,0.56,0.195,19,Friedli,
486,79,Friedli and Bacher,2001,Oecologia,2.902,table 3,temperate,Cirsium arvense,herbaceous,perennial,biotrophic pathogen,Puccinia punctiformis,Pucciniales,1,NA,NA,specialist,SA_JA,controlled,distant,leaves,shoot,number of eggs,herbivore,Apion onopordi,Coleoptera,adult,chewer,generalist,H,486,0.88,0.18,16,1.19,0.228,16,Friedli,
487,79,Friedli and Bacher,2001,Oecologia,2.902,text,temperate,Cirsium arvense,herbaceous,perennial,biotrophic pathogen,Puccinia punctiformis,Pucciniales,NA,NA,NA,specialist,SA_JA,field,distant,leaves,shoot,weight,herbivore,Apion onopordi,Coleoptera,adult,chewer,generalist,H,487,0.42,0.072,5,0.82,0.087,11,Friedli,
488,79,Friedli and Bacher,2001,Oecologia,2.902,text,temperate,Cirsium arvense,herbaceous,perennial,biotrophic pathogen,Puccinia punctiformis,Pucciniales,NA,NA,NA,specialist,SA_JA,field,distant,leaves,shoot,weight,herbivore,Apion onopordi,Coleoptera,adult,chewer,generalist,H,488,0.728,0.049,25,0.958,0.037,52,Friedli,
489,80,Simon and Hilker ,2003,Agricultural and Forest Entomology,1.805,figure 2,temperate,Salix x Cuspidata,woody,perennial,herbivore,Plagiodera versicolora,Coleoptera,0.71,young,chewer,specialist,JA_SA,controlled,local,leaves,leaves,abundance,biotrophic pathogen,Melampsora allii-fragilis,Pucciniales,NA,NA,specialist,H,489,21.111,15.556,10,24.074,25.926,29,Simon,
490,80,Simon and Hilker ,2003,Agricultural and Forest Entomology,1.805,figure 2,temperate,Salix x Cuspidata,woody,perennial,herbivore,Plagiodera versicolora,Coleoptera,0.71,young,chewer,specialist,JA_SA,controlled,local,leaves,leaves,abundance,biotrophic pathogen,Melampsora allii-fragilis,Pucciniales,NA,NA,specialist,H,490,17.407,12.593,10,28.519,23.333,29,Simon,
491,80,Simon and Hilker ,2003,Agricultural and Forest Entomology,1.805,figure 5,temperate,Salix x Cuspidata,woody,perennial,biotrophic pathogen,Melampsora allii-fragilis,Pucciniales,4,NA,NA,specialist,SA_SA,controlled,local,leaves,leaves,abundance,biotrophic pathogen,Melampsora allii-fragilis,Pucciniales,NA,NA,specialist,C,491,17.027,13.784,13,32.973,13.784,13,Simon,
492,81,Zebitz and Kehlenbeck,1991,Phytoparasitic,1.034,table 1,temperate,Vicia faba,herbaceous,annual,necrotrophic pathogen,Botrytis fabae,Helotiales,2,NA,NA,specialist,JA_SA,controlled,local,leaves,leaves,weight,herbivore,Aphis fabae,Hemiptera,adult,piercing-sucking,generalist,H,492,767,14,20,883,16,20,Zebitz,
493,81,Zebitz and Kehlenbeck,1991,Phytoparasitic,1.034,table 1,temperate,Vicia faba,herbaceous,annual,necrotrophic pathogen,Botrytis fabae,Helotiales,2,NA,NA,specialist,JA_SA,controlled,local,leaves,leaves,growth,herbivore,Aphis fabae,Hemiptera,young,piercing-sucking,generalist,H,493,0.455,0.003,20,0.474,0.002,20,Zebitz,
494,81,Zebitz and Kehlenbeck,1991,Phytoparasitic,1.034,table 1,temperate,Vicia faba,herbaceous,annual,necrotrophic pathogen,Botrytis fabae,Helotiales,2,NA,NA,specialist,JA_SA,controlled,local,leaves,leaves,developmental_time,herbivore,Aphis fabae,Hemiptera,young,piercing-sucking,generalist,H,494,7.6,0.03,20,7.5,0.05,20,Zebitz,
495,81,Zebitz and Kehlenbeck,1991,Phytoparasitic,1.034,table 1,temperate,Vicia faba,herbaceous,annual,necrotrophic pathogen,Botrytis fabae,Helotiales,2,NA,NA,specialist,JA_SA,controlled,local,leaves,leaves,reproduction,herbivore,Aphis fabae,Hemiptera,adult,piercing-sucking,generalist,H,495,80,2,20,82,1,20,Zebitz,
496,81,Zebitz and Kehlenbeck,1991,Phytoparasitic,1.034,table 1,temperate,Vicia faba,herbaceous,annual,necrotrophic pathogen,Botrytis fabae,Helotiales,2,NA,NA,specialist,JA_SA,controlled,local,leaves,leaves,growth,herbivore,Aphis fabae,Hemiptera,adult,piercing-sucking,generalist,H,496,0.366,0.005,20,0.387,0.006,20,Zebitz,
497,81,Zebitz and Kehlenbeck,1991,Phytoparasitic,1.034,table 1,temperate,Vicia faba,herbaceous,annual,necrotrophic pathogen,Botrytis fabae,Helotiales,2,NA,NA,specialist,JA_SA,controlled,local,leaves,leaves,weight,herbivore,Aphis fabae,Hemiptera,adult,piercing-sucking,generalist,H,497,375,12,20,549,14,20,Zebitz,
498,81,Zebitz and Kehlenbeck,1991,Phytoparasitic,1.034,table 1,temperate,Vicia faba,herbaceous,annual,necrotrophic pathogen,Botrytis fabae,Helotiales,2,NA,NA,specialist,JA_SA,controlled,local,leaves,leaves,growth,herbivore,Aphis fabae,Hemiptera,young,piercing-sucking,generalist,H,498,0.316,0.004,20,0.409,0.003,20,Zebitz,
499,81,Zebitz and Kehlenbeck,1991,Phytoparasitic,1.034,table 1,temperate,Vicia faba,herbaceous,annual,necrotrophic pathogen,Botrytis fabae,Helotiales,2,NA,NA,specialist,JA_SA,controlled,local,leaves,leaves,developmental_time,herbivore,Aphis fabae,Hemiptera,young,piercing-sucking,generalist,H,499,8.9,0.06,20,7.6,0.11,20,Zebitz,
500,81,Zebitz and Kehlenbeck,1991,Phytoparasitic,1.034,table 1,temperate,Vicia faba,herbaceous,annual,necrotrophic pathogen,Botrytis fabae,Helotiales,2,NA,NA,specialist,JA_SA,controlled,local,leaves,leaves,reproduction,herbivore,Aphis fabae,Hemiptera,adult,piercing-sucking,generalist,H,500,42,1,20,63,3,20,Zebitz,
501,81,Zebitz and Kehlenbeck,1991,Phytoparasitic,1.034,table 1,temperate,Vicia faba,herbaceous,annual,necrotrophic pathogen,Botrytis fabae,Helotiales,2,NA,NA,specialist,JA_SA,controlled,local,leaves,leaves,growth,herbivore,Aphis fabae,Hemiptera,adult,piercing-sucking,generalist,H,501,0.258,0.008,20,0.344,0.006,20,Zebitz,
502,82,Pruter and Zebitz,1991,Annals of Applied Biology,2.103,figure 1,temperate,Vicia faba,herbaceous,annual,biotrophic pathogen,Uromyces viciae-fabae,Uredinales,1,NA,NA,specialist,SA_SA,controlled,local,leaves,leaves,abundance,herbivore,Aphis fabae,Hemiptera,adult,piercing-sucking,generalist,H,502,311.881,43.786,30,246.604,36.446,30,Pruter,
503,82,Pruter and Zebitz,1991,Annals of Applied Biology,2.103,figure 1,temperate,Vicia faba,herbaceous,annual,biotrophic pathogen,Uromyces viciae-fabae,Uredinales,2,NA,NA,specialist,SA_SA,controlled,local,leaves,leaves,abundance,herbivore,Aphis fabae,Hemiptera,adult,piercing-sucking,generalist,H,503,1448.29,103.96,30,957.409,83.489,30,Pruter,
504,82,Pruter and Zebitz,1991,Annals of Applied Biology,2.103,figure 1,temperate,Vicia faba,herbaceous,annual,biotrophic pathogen,Uromyces viciae-fabae,Uredinales,3,NA,NA,specialist,SA_SA,controlled,local,leaves,leaves,abundance,herbivore,Aphis fabae,Hemiptera,adult,piercing-sucking,generalist,H,504,1339.405,145.061,30,1222.144,90.663,30,Pruter,
505,82,Pruter and Zebitz,1991,Annals of Applied Biology,2.103,figure 1,temperate,Vicia faba,herbaceous,annual,biotrophic pathogen,Uromyces viciae-fabae,Uredinales,1,NA,NA,specialist,SA_SA,controlled,local,leaves,leaves,abundance,herbivore,Aphis fabae,Hemiptera,adult,piercing-sucking,generalist,H,505,189.189,40.541,30,175.676,40.541,30,Pruter,
506,82,Pruter and Zebitz,1991,Annals of Applied Biology,2.103,figure 1,temperate,Vicia faba,herbaceous,annual,biotrophic pathogen,Uromyces viciae-fabae,Uredinales,2,NA,NA,specialist,SA_SA,controlled,local,leaves,leaves,abundance,herbivore,Aphis fabae,Hemiptera,adult,piercing-sucking,generalist,H,506,1047.297,74.324,30,783.784,81.081,30,Pruter,
507,82,Pruter and Zebitz,1991,Annals of Applied Biology,2.103,figure 1,temperate,Vicia faba,herbaceous,annual,biotrophic pathogen,Uromyces viciae-fabae,Uredinales,3,NA,NA,specialist,SA_SA,controlled,local,leaves,leaves,abundance,herbivore,Aphis fabae,Hemiptera,adult,piercing-sucking,generalist,H,507,939.189,60.811,30,709.459,54.054,30,Pruter,
508,83,Cardoza et al a,2003,Environmental Entomology,1.315,figure 1,tropical,Arachis hypogaea,herbaceous,annual,necrotrophic pathogen,Sclerotium rolfsii,Atheliales,2,NA,NA,generalist,JA_JA,controlled,distant,shoot,leaves,survival,herbivore,Spodoptera exigua,Lepidoptera,young,chewer,generalist,H,508,39.77,1.371,12,57.95,2.012,12,Cardoza,
509,83,Cardoza et al a,2003,Environmental Entomology,1.315,figure 1,tropical,Arachis hypogaea,herbaceous,annual,necrotrophic pathogen,Sclerotium rolfsii,Atheliales,2,NA,NA,generalist,JA_JA,controlled,distant,shoot,leaves,developmental_time,herbivore,Spodoptera exigua,Lepidoptera,young,chewer,generalist,H,509,11.52,0.447,12,7.16,0.335,12,Cardoza,
510,83,Cardoza et al a,2003,Environmental Entomology,1.315,figure 1,tropical,Arachis hypogaea,herbaceous,annual,necrotrophic pathogen,Sclerotium rolfsii,Atheliales,2,NA,NA,generalist,JA_JA,controlled,distant,shoot,leaves,weight,herbivore,Spodoptera exigua,Lepidoptera,young,chewer,generalist,H,510,62,7.275,12,72.91,2.191,12,Cardoza,
511,84,Cardoza et al b,2003,Environmental Entomology,1.315,figure 1,tropical,Arachis hypogaea,herbaceous,annual,necrotrophic pathogen,Sclerotium rolfsii,Atheliales,1,NA,NA,generalist,JA_JA,controlled,distant,shoot,leaves,egg mass,herbivore,Spodoptera exigua,Lepidoptera,young,chewer,generalist,H,511,1.9,0.898,6,2.9,0.898,6,Cardoza,
512,84,Cardoza et al b,2003,Environmental Entomology,1.315,figure 1,tropical,Arachis hypogaea,herbaceous,annual,necrotrophic pathogen,Sclerotium rolfsii,Atheliales,1,NA,NA,generalist,JA_JA,controlled,distant,shoot,leaves,number of eggs,herbivore,Spodoptera exigua,Lepidoptera,young,chewer,generalist,H,512,88.7,24.507,6,150.5,52.746,6,Cardoza,
513,85,Lappalainen et al,1995,Mycological Research,2.77,table 1,temperate,Betula pubescens,woody,perennial,biotrophic pathogen,Melampsoridium betulinum,Pucciniales,NA,NA,NA,specialist,SA_JA,field,local,leaves,leaves,weight,herbivore,Epirrita automnata,Lepidoptera,young,chewer,generalist,H,513-514,71.51,1.58,15,68.31,1.91,15,Lappalainen,
514,85,Lappalainen et al,1995,Mycological Research,2.77,table 1,temperate,Betula pubescens,woody,perennial,biotrophic pathogen,Melampsoridium betulinum,Pucciniales,NA,NA,NA,specialist,SA_JA,field,local,leaves,leaves,weight,herbivore,Epirrita automnata,Lepidoptera,young,chewer,generalist,H,513-514,71.51,1.58,15,65.73,2.13,15,Lappalainen,
515,85,Lappalainen et al,1995,Mycological Research,2.77,table 1,temperate,Betula pubescens,woody,perennial,biotrophic pathogen,Melampsoridium betulinum,Pucciniales,NA,NA,NA,specialist,SA_JA,field,local,leaves,leaves,developmental_time,herbivore,Epirrita automnata,Lepidoptera,young,chewer,generalist,H,515-516,13.46,0.58,15,13.69,0.46,15,Lappalainen,
516,85,Lappalainen et al,1995,Mycological Research,2.77,table 1,temperate,Betula pubescens,woody,perennial,biotrophic pathogen,Melampsoridium betulinum,Pucciniales,NA,NA,NA,specialist,SA_JA,field,local,leaves,leaves,developmental_time,herbivore,Epirrita automnata,Lepidoptera,young,chewer,generalist,H,515-516,13.46,0.58,15,14.16,0.45,15,Lappalainen,
517,86,Rayamajhi et al,2006,Biological Control,2.53,text,tropical,Malaleuca quinquenervia,woody,perennial,biotrophic pathogen,Puccinia psidii,Uredinales,2,NA,NA,specialist,SA_JA,controlled,local,leaves,leaves,weight,herbivore,Oxyops vitiosa,Coleoptera,young,chewer,specialist,H,517,47.31,1.44,4,43,1.92,4,Rayamajhi,
518,86,Rayamajhi et al,2006,Biological Control,2.53,text,tropical,Malaleuca quinquenervia,woody,perennial,biotrophic pathogen,Puccinia psidii,Uredinales,2,NA,NA,specialist,SA_JA,controlled,local,leaves,leaves,survival,herbivore,Oxyops vitiosa,Coleoptera,young,chewer,specialist,H,518,67.2,6.05,4,62.78,7.34,4,Rayamajhi,
519,86,Rayamajhi et al,2006,Biological Control,2.53,figure 4,tropical,Malaleuca quinquenervia,woody,perennial,biotrophic pathogen,Puccinia psidii,Uredinales,2,NA,NA,specialist,SA_JA,controlled,local,leaves,leaves,survival,herbivore,Oxyops vitiosa,Coleoptera,young,chewer,specialist,H,519,34.59,5.902,4,6.721,3.279,4,Rayamajhi,
520,86,Rayamajhi et al,2006,Biological Control,2.53,figure 4,tropical,Malaleuca quinquenervia,woody,perennial,herbivore,Oxyops vitiosa,Coleoptera,2,adult,chewer,specialist,JA_SA,controlled,local,leaves,leaves,abundance,biotrophic pathogen,Puccinia psidii,Uredinales,NA,NA,specialist,H,520,3,0.277,30,1.491,0.196,30,Rayamajhi,
521,86,Rayamajhi et al,2006,Biological Control,2.53,figure 4,tropical,Malaleuca quinquenervia,woody,perennial,herbivore,Oxyops vitiosa,Coleoptera,2,adult,chewer,specialist,JA_SA,controlled,local,leaves,leaves,abundance,biotrophic pathogen,Puccinia psidii,Uredinales,NA,NA,specialist,H,521,2.613,0.427,25,0.766,0.25,25,Rayamajhi,
522,87,Siemens and Mitchell-Olds,1996,Envirommental Entomology,1.315,table 2,temperate,Brassica rapa,herbaceous,annual,necrotrophic pathogen,Leptosphaeria maculans,Pleosporales,0.29,NA,NA,specialist,JA_JA,controlled,local,leaves,leaves,damage,herbivore,Plutella xylostella,Lepidoptera,young,chewer,specialist,H,522,0,0.42,106,2.27,0.51,112,Siemens,
523,88,Hatcher et al,1994,Functional Ecology,5.21,figure 1,temperate,Rumex crispus,herbaceous,perennial,biotrophic pathogen,Uromyces rumicis,Pucciniales,1,NA,NA,specialist,SA_JA,controlled,local,leaves,leaves,damage,herbivore,Gastrophysa viridula,Coleoptera,young,chewer,specialist,H,523-524,2.244,0.218,12,2.308,0.231,12,Hatcher,
524,88,Hatcher et al,1994,Functional Ecology,5.21,figure 1,temperate,Rumex crispus,herbaceous,perennial,herbivore,Gastrophysa viridula,Coleoptera,1,young,chewer,specialist,JA_JA,controlled,local,leaves,leaves,damage,herbivore,Gastrophysa viridula,Coleoptera,young,chewer,specialist,C,523-524,2.244,0.218,12,1.782,0.231,11,Hatcher,
525,88,Hatcher et al,1994,Functional Ecology,5.21,figure 1,temperate,Rumex obtusifolius,herbaceous,perennial,biotrophic pathogen,Uromyces rumicis,Pucciniales,1,NA,NA,specialist,SA_JA,controlled,local,leaves,leaves,damage,herbivore,Gastrophysa viridula,Coleoptera,young,chewer,specialist,H,525-526,1.615,0.218,12,1.731,0.231,12,Hatcher,
